vessel_id,timestamp,latitude,longitude,speed,heading
SYNTH_VESSEL_04,2026-09-01T23:10:47Z,25.259240,53.528484,12.2,224.2
SYNTH_VESSEL_04,2026-09-01T23:14:47Z,25.249548,53.518065,12.2,223.5
SYNTH_VESSEL_04,2026-09-01T23:18:47Z,25.239723,53.507774,12.1,222.1
SYNTH_VESSEL_04,2026-09-01T23:22:47Z,25.229791,53.497836,12.1,221.3
SYNTH_VESSEL_04,2026-09-01T23:26:47Z,25.219666,53.488019,12.3,219.9
SYNTH_VESSEL_04,2026-09-01T23:30:47Z,25.209248,53.478377,12.1,218.5
SYNTH_VESSEL_04,2026-09-01T23:34:47Z,25.198716,53.469118,12.3,217.4
SYNTH_VESSEL_04,2026-09-01T23:38:47Z,25.187902,53.459988,12.1,216.1
SYNTH_VESSEL_04,2026-09-01T23:42:47Z,25.177037,53.451230,12.0,214.6
SYNTH_VESSEL_04,2026-09-01T23:46:47Z,25.166059,53.442855,12.0,213.0
SYNTH_VESSEL_04,2026-09-01T23:50:47Z,25.154909,53.434862,11.9,211.4
SYNTH_VESSEL_04,2026-09-01T23:54:47Z,25.143644,53.427269,11.9,210.5
SYNTH_VESSEL_04,2026-09-01T23:58:47Z,25.132268,53.419854,11.9,209.5
SYNTH_VESSEL_04,2026-09-02T00:02:47Z,25.120752,53.412663,11.8,207.9
SYNTH_VESSEL_04,2026-09-02T00:06:47Z,25.109136,53.405883,11.8,207.1
SYNTH_VESSEL_04,2026-09-02T00:10:47Z,25.097514,53.399311,11.6,206.1
SYNTH_VESSEL_04,2026-09-02T00:14:47Z,25.085926,53.393057,11.8,204.5
SYNTH_VESSEL_04,2026-09-02T00:18:47Z,25.074048,53.387091,11.7,203.0
SYNTH_VESSEL_04,2026-09-02T00:22:47Z,25.062067,53.381478,11.7,202.4
SYNTH_VESSEL_04,2026-09-02T00:26:47Z,25.050080,53.376029,11.8,201.2
SYNTH_VESSEL_04,2026-09-02T00:30:47Z,25.037881,53.370805,11.8,200.5
SYNTH_VESSEL_04,2026-09-02T00:34:47Z,25.025593,53.365738,11.8,199.4
SYNTH_VESSEL_04,2026-09-02T00:38:47Z,25.013232,53.360930,11.8,197.9
SYNTH_VESSEL_04,2026-09-02T00:42:47Z,25.000731,53.356477,11.9,197.2
SYNTH_VESSEL_04,2026-09-02T00:46:47Z,24.988110,53.352160,12.0,195.8
SYNTH_VESSEL_04,2026-09-02T00:50:47Z,24.975282,53.348144,12.1,195.1
SYNTH_VESSEL_04,2026-09-02T00:54:47Z,24.962315,53.344282,12.2,194.2
SYNTH_VESSEL_04,2026-09-02T00:58:47Z,24.949220,53.340621,12.3,192.8
SYNTH_VESSEL_05,2026-09-01T17:33:23Z,25.251282,54.362902,10.0,171.8
SYNTH_VESSEL_05,2026-09-01T17:37:23Z,25.240265,54.364653,10.2,171.2
SYNTH_VESSEL_05,2026-09-01T17:41:23Z,25.229127,54.366562,10.2,170.5
SYNTH_VESSEL_05,2026-09-01T17:45:23Z,25.218017,54.368626,10.3,170.0
SYNTH_VESSEL_05,2026-09-01T17:49:23Z,25.206785,54.370811,10.2,169.9
SYNTH_VESSEL_05,2026-09-01T17:53:23Z,25.195684,54.373000,10.1,170.1
SYNTH_VESSEL_05,2026-09-01T17:57:23Z,25.184649,54.375119,10.1,170.1
SYNTH_VESSEL_05,2026-09-01T18:01:23Z,25.173569,54.377260,10.1,169.6
SYNTH_VESSEL_05,2026-09-01T18:05:23Z,25.162595,54.379481,10.1,169.9
SYNTH_VESSEL_05,2026-09-01T18:09:23Z,25.151585,54.381656,10.1,169.9
SYNTH_VESSEL_05,2026-09-01T18:13:23Z,25.140603,54.383827,10.1,169.2
SYNTH_VESSEL_05,2026-09-01T18:17:23Z,25.129587,54.386153,10.1,168.4
SYNTH_VESSEL_05,2026-09-01T18:21:23Z,25.118595,54.388637,10.1,168.3
SYNTH_VESSEL_05,2026-09-01T18:25:23Z,25.107658,54.391133,10.1,167.9
SYNTH_VESSEL_05,2026-09-01T18:29:23Z,25.096697,54.393734,10.0,167.8
SYNTH_VESSEL_05,2026-09-01T18:33:23Z,25.085882,54.396318,10.0,167.0
SYNTH_VESSEL_05,2026-09-01T18:37:23Z,25.075050,54.399076,10.1,167.2
SYNTH_VESSEL_05,2026-09-01T18:41:23Z,25.064081,54.401830,10.0,167.1
SYNTH_VESSEL_05,2026-09-01T18:45:23Z,25.053231,54.404581,10.0,166.9
SYNTH_VESSEL_05,2026-09-01T18:49:23Z,25.042423,54.407350,9.9,166.4
SYNTH_VESSEL_05,2026-09-01T18:53:23Z,25.031775,54.410190,9.9,166.4
SYNTH_VESSEL_05,2026-09-01T18:57:23Z,25.021121,54.413029,9.9,166.1
SYNTH_VESSEL_05,2026-09-01T19:01:23Z,25.010497,54.415938,9.8,166.2
SYNTH_VESSEL_05,2026-09-01T19:05:23Z,24.999945,54.418787,9.7,165.8
SYNTH_VESSEL_05,2026-09-01T19:09:23Z,24.989514,54.421695,9.7,165.6
SYNTH_VESSEL_05,2026-09-01T19:13:23Z,24.979075,54.424653,9.7,165.3
SYNTH_VESSEL_05,2026-09-01T19:17:23Z,24.968713,54.427652,9.7,164.8
SYNTH_VESSEL_05,2026-09-01T19:21:23Z,24.958305,54.430763,9.6,164.9
SYNTH_VESSEL_05,2026-09-01T19:25:23Z,24.948002,54.433823,9.6,164.6
SYNTH_VESSEL_05,2026-09-01T19:29:23Z,24.937709,54.436944,9.7,164.5
SYNTH_VESSEL_05,2026-09-01T19:33:23Z,24.927358,54.440119,9.8,163.7
SYNTH_VESSEL_05,2026-09-01T19:37:23Z,24.916978,54.443471,9.7,163.9
SYNTH_VESSEL_05,2026-09-01T19:41:23Z,24.906677,54.446742,9.6,163.5
SYNTH_VESSEL_05,2026-09-01T19:45:23Z,24.896457,54.450074,9.5,163.4
SYNTH_VESSEL_05,2026-09-01T19:49:23Z,24.886348,54.453400,9.5,162.6
SYNTH_VESSEL_05,2026-09-01T19:53:23Z,24.876270,54.456880,9.4,162.1
SYNTH_VESSEL_05,2026-09-01T19:57:23Z,24.866373,54.460405,9.4,161.8
SYNTH_VESSEL_05,2026-09-01T20:01:23Z,24.856435,54.464005,9.5,161.2
SYNTH_VESSEL_05,2026-09-01T20:05:23Z,24.846449,54.467747,9.5,160.7
SYNTH_VESSEL_05,2026-09-01T20:09:23Z,24.836516,54.471580,9.5,160.6
SYNTH_VESSEL_05,2026-09-01T20:13:23Z,24.826609,54.475414,9.3,160.3
SYNTH_VESSEL_05,2026-09-01T20:17:23Z,24.816872,54.479264,9.3,160.4
SYNTH_VESSEL_05,2026-09-01T20:21:23Z,24.807164,54.483070,9.2,160.5
SYNTH_VESSEL_05,2026-09-01T20:25:23Z,24.797590,54.486813,9.2,160.3
SYNTH_VESSEL_05,2026-09-01T20:29:23Z,24.787970,54.490611,9.2,160.4
SYNTH_VESSEL_05,2026-09-01T20:33:23Z,24.778308,54.494391,9.4,159.8
SYNTH_VESSEL_05,2026-09-01T20:37:23Z,24.768562,54.498332,9.3,160.0
SYNTH_VESSEL_05,2026-09-01T20:41:23Z,24.758856,54.502214,9.4,159.7
SYNTH_VESSEL_05,2026-09-01T20:45:23Z,24.749083,54.506188,9.5,159.7
SYNTH_VESSEL_05,2026-09-01T20:49:23Z,24.739205,54.510221,9.4,158.9
SYNTH_VESSEL_05,2026-09-01T20:53:23Z,24.729486,54.514344,9.5,159.1
SYNTH_VESSEL_05,2026-09-01T20:57:23Z,24.719665,54.518464,9.4,158.5
SYNTH_VESSEL_05,2026-09-01T21:01:23Z,24.709923,54.522681,9.3,158.1
SYNTH_VESSEL_05,2026-09-01T21:05:23Z,24.700345,54.526916,9.3,158.1
SYNTH_VESSEL_05,2026-09-01T21:09:23Z,24.690773,54.531156,9.2,157.7
SYNTH_VESSEL_05,2026-09-01T21:13:23Z,24.681290,54.535444,9.2,157.1
SYNTH_VESSEL_05,2026-09-01T21:17:23Z,24.671869,54.539817,9.1,156.4
SYNTH_VESSEL_05,2026-09-01T21:21:23Z,24.662617,54.544269,9.1,156.1
SYNTH_VESSEL_05,2026-09-01T21:25:23Z,24.653345,54.548792,9.3,155.3
SYNTH_VESSEL_05,2026-09-01T21:29:23Z,24.643996,54.553530,9.3,154.4
SYNTH_VESSEL_05,2026-09-01T21:33:23Z,24.634714,54.558414,9.3,153.8
SYNTH_VESSEL_05,2026-09-01T21:37:23Z,24.625430,54.563447,9.5,153.4
SYNTH_VESSEL_05,2026-09-01T21:41:23Z,24.616027,54.568624,9.6,153.6
SYNTH_VESSEL_05,2026-09-01T21:45:23Z,24.606531,54.573803,9.5,152.9
SYNTH_VESSEL_05,2026-09-01T21:49:23Z,24.597156,54.579085,9.5,153.0
SYNTH_VESSEL_05,2026-09-01T21:53:23Z,24.587751,54.584361,9.4,153.0
SYNTH_VESSEL_05,2026-09-01T21:57:23Z,24.578485,54.589552,9.3,153.0
SYNTH_VESSEL_05,2026-09-01T22:01:23Z,24.569281,54.594699,9.4,153.1
SYNTH_VESSEL_05,2026-09-01T22:05:23Z,24.559970,54.599889,9.3,152.7
SYNTH_VESSEL_05,2026-09-01T22:09:23Z,24.550773,54.605101,9.5,152.3
SYNTH_VESSEL_05,2026-09-01T22:13:23Z,24.541484,54.610461,9.4,151.6
SYNTH_VESSEL_05,2026-09-01T22:17:23Z,24.532324,54.615901,9.3,150.9
SYNTH_VESSEL_05,2026-09-01T22:21:23Z,24.523328,54.621409,9.2,151.0
SYNTH_VESSEL_05,2026-09-01T22:25:23Z,24.514441,54.626825,9.0,150.3
SYNTH_VESSEL_05,2026-09-01T22:29:23Z,24.505736,54.632288,9.2,150.3
SYNTH_VESSEL_05,2026-09-01T22:33:23Z,24.496890,54.637836,9.1,150.2
SYNTH_VESSEL_05,2026-09-01T22:37:23Z,24.488116,54.643350,9.2,149.6
SYNTH_VESSEL_05,2026-09-01T22:41:23Z,24.479281,54.649045,9.4,149.2
SYNTH_VESSEL_05,2026-09-01T22:45:23Z,24.470366,54.654878,9.5,148.8
SYNTH_VESSEL_05,2026-09-01T22:49:23Z,24.461370,54.660874,9.6,148.9
SYNTH_VESSEL_06,2026-09-01T21:18:10Z,25.308142,54.487767,5.3,148.0
SYNTH_VESSEL_06,2026-09-01T21:22:10Z,25.303150,54.491220,5.4,149.4
SYNTH_VESSEL_06,2026-09-01T21:26:10Z,25.297973,54.494607,5.5,151.2
SYNTH_VESSEL_06,2026-09-01T21:30:10Z,25.292615,54.497871,5.4,152.9
SYNTH_VESSEL_06,2026-09-01T21:34:10Z,25.287291,54.500887,5.5,154.5
SYNTH_VESSEL_06,2026-09-01T21:38:10Z,25.281832,54.503763,5.4,155.6
SYNTH_VESSEL_06,2026-09-01T21:42:10Z,25.276421,54.506483,5.3,156.9
SYNTH_VESSEL_06,2026-09-01T21:46:10Z,25.271003,54.509044,5.3,158.8
SYNTH_VESSEL_06,2026-09-01T21:50:10Z,25.265535,54.511388,5.3,159.9
SYNTH_VESSEL_06,2026-09-01T21:54:10Z,25.259968,54.513645,5.4,161.0
SYNTH_VESSEL_06,2026-09-01T21:58:10Z,25.254291,54.515806,5.3,162.5
SYNTH_VESSEL_06,2026-09-01T22:02:10Z,25.248701,54.517751,5.3,164.3
SYNTH_VESSEL_06,2026-09-01T22:06:10Z,25.243065,54.519508,5.2,165.9
SYNTH_VESSEL_06,2026-09-01T22:10:10Z,25.237479,54.521061,5.3,167.0
SYNTH_VESSEL_06,2026-09-01T22:14:10Z,25.231772,54.522514,5.2,168.4
SYNTH_VESSEL_06,2026-09-01T22:18:10Z,25.226153,54.523784,5.3,170.4
SYNTH_VESSEL_06,2026-09-01T22:22:10Z,25.220358,54.524873,5.3,171.4
SYNTH_VESSEL_06,2026-09-01T22:26:10Z,25.214502,54.525855,5.5,172.6
SYNTH_VESSEL_06,2026-09-01T22:30:10Z,25.208494,54.526723,5.5,173.4
SYNTH_VESSEL_06,2026-09-01T22:34:10Z,25.202463,54.527489,5.4,174.6
SYNTH_VESSEL_06,2026-09-01T22:38:10Z,25.196497,54.528113,5.4,176.2
SYNTH_VESSEL_06,2026-09-01T22:42:10Z,25.190565,54.528551,5.4,177.7
SYNTH_VESSEL_06,2026-09-01T22:46:10Z,25.184612,54.528815,5.4,178.9
SYNTH_VESSEL_06,2026-09-01T22:50:10Z,25.178640,54.528942,5.4,179.9
SYNTH_VESSEL_06,2026-09-01T22:54:10Z,25.172611,54.528954,5.6,181.5
SYNTH_VESSEL_06,2026-09-01T22:58:10Z,25.166425,54.528769,5.6,182.5
SYNTH_VESSEL_06,2026-09-01T23:02:10Z,25.160182,54.528467,5.6,183.6
SYNTH_VESSEL_06,2026-09-01T23:06:10Z,25.153995,54.528036,5.6,184.8
SYNTH_VESSEL_06,2026-09-01T23:10:10Z,25.147823,54.527469,5.6,185.7
SYNTH_VESSEL_06,2026-09-01T23:14:10Z,25.141682,54.526796,5.4,186.6
SYNTH_VESSEL_06,2026-09-01T23:18:10Z,25.135692,54.526027,5.5,188.1
SYNTH_VESSEL_06,2026-09-01T23:22:10Z,25.129625,54.525075,5.4,189.5
SYNTH_VESSEL_06,2026-09-01T23:26:10Z,25.123678,54.523976,5.5,191.0
SYNTH_VESSEL_06,2026-09-01T23:30:10Z,25.117649,54.522676,5.6,192.4
SYNTH_VESSEL_06,2026-09-01T23:34:10Z,25.111612,54.521213,5.6,193.3
SYNTH_VESSEL_06,2026-09-01T23:38:10Z,25.105571,54.519640,5.7,194.8
SYNTH_VESSEL_06,2026-09-01T23:42:10Z,25.099451,54.517849,5.6,196.4
SYNTH_VESSEL_06,2026-09-01T23:46:10Z,25.093534,54.515925,5.7,197.3
SYNTH_VESSEL_06,2026-09-01T23:50:10Z,25.087517,54.513850,5.6,199.0
SYNTH_VESSEL_06,2026-09-01T23:54:10Z,25.081694,54.511636,5.7,200.1
SYNTH_VESSEL_06,2026-09-01T23:58:10Z,25.075798,54.509257,5.6,201.9
SYNTH_VESSEL_06,2026-09-02T00:02:10Z,25.070006,54.506683,5.6,203.0
SYNTH_VESSEL_06,2026-09-02T00:06:10Z,25.064281,54.504002,5.7,204.7
SYNTH_VESSEL_06,2026-09-02T00:10:10Z,25.058513,54.501071,5.9,206.4
SYNTH_VESSEL_06,2026-09-02T00:14:10Z,25.052680,54.497877,5.8,208.3
SYNTH_VESSEL_06,2026-09-02T00:18:10Z,25.047003,54.494496,5.9,210.1
SYNTH_VESSEL_06,2026-09-02T00:22:10Z,25.041366,54.490883,5.8,211.9
SYNTH_VESSEL_06,2026-09-02T00:26:10Z,25.035891,54.487119,6.0,213.3
SYNTH_VESSEL_06,2026-09-02T00:30:10Z,25.030371,54.483113,5.9,214.4
SYNTH_VESSEL_06,2026-09-02T00:34:10Z,25.024942,54.479017,6.0,215.8
SYNTH_VESSEL_06,2026-09-02T00:38:10Z,25.019528,54.474703,6.1,217.2
SYNTH_VESSEL_06,2026-09-02T00:42:10Z,25.014124,54.470175,6.1,218.9
SYNTH_VESSEL_06,2026-09-02T00:46:10Z,25.008815,54.465453,6.2,220.1
SYNTH_VESSEL_06,2026-09-02T00:50:10Z,25.003538,54.460550,6.1,222.0
SYNTH_VESSEL_06,2026-09-02T00:54:10Z,24.998509,54.455557,6.2,222.9
SYNTH_VESSEL_06,2026-09-02T00:58:10Z,24.993481,54.450400,6.2,224.7
SYNTH_VESSEL_06,2026-09-02T01:02:10Z,24.988576,54.445039,6.3,226.6
SYNTH_VESSEL_06,2026-09-02T01:06:10Z,24.983762,54.439421,6.3,227.8
SYNTH_VESSEL_06,2026-09-02T01:10:10Z,24.979072,54.433715,6.4,228.9
SYNTH_VESSEL_06,2026-09-02T01:14:10Z,24.974406,54.427819,6.4,229.8
SYNTH_VESSEL_06,2026-09-02T01:18:10Z,24.969826,54.421839,6.4,231.1
SYNTH_VESSEL_06,2026-09-02T01:22:10Z,24.965386,54.415775,6.4,232.2
SYNTH_VESSEL_06,2026-09-02T01:26:10Z,24.961030,54.409591,6.5,233.6
SYNTH_VESSEL_06,2026-09-02T01:30:10Z,24.956721,54.403148,6.6,234.6
SYNTH_VESSEL_06,2026-09-02T01:34:10Z,24.952459,54.396525,6.5,235.6
SYNTH_VESSEL_06,2026-09-02T01:38:10Z,24.948381,54.389968,6.4,236.9
SYNTH_VESSEL_06,2026-09-02T01:42:10Z,24.944505,54.383417,6.3,238.3
SYNTH_VESSEL_06,2026-09-02T01:46:10Z,24.940856,54.376908,6.2,239.2
SYNTH_VESSEL_06,2026-09-02T01:50:10Z,24.937349,54.370428,6.1,240.3
SYNTH_VESSEL_06,2026-09-02T01:54:10Z,24.934020,54.363992,6.2,242.0
SYNTH_VESSEL_06,2026-09-02T01:58:10Z,24.930814,54.357332,6.3,243.8
SYNTH_VESSEL_06,2026-09-02T02:02:10Z,24.927730,54.350429,6.4,244.7
SYNTH_VESSEL_06,2026-09-02T02:06:10Z,24.924715,54.343402,6.3,246.2
SYNTH_VESSEL_06,2026-09-02T02:10:10Z,24.921907,54.336393,6.2,247.9
SYNTH_VESSEL_06,2026-09-02T02:14:10Z,24.919320,54.329364,6.3,249.6
SYNTH_VESSEL_06,2026-09-02T02:18:10Z,24.916873,54.322115,6.2,251.1
SYNTH_VESSEL_06,2026-09-02T02:22:10Z,24.914646,54.314935,6.3,252.7
SYNTH_VESSEL_06,2026-09-02T02:26:10Z,24.912569,54.307587,6.2,254.0
SYNTH_VESSEL_06,2026-09-02T02:30:10Z,24.910659,54.300263,6.2,255.9
SYNTH_VESSEL_06,2026-09-02T02:34:10Z,24.908991,54.292949,6.0,257.4
SYNTH_VESSEL_07,2026-09-01T17:06:43Z,25.450450,54.474204,7.7,299.0
SYNTH_VESSEL_07,2026-09-01T17:10:43Z,25.454570,54.465969,7.6,300.7
SYNTH_VESSEL_07,2026-09-01T17:14:43Z,25.458855,54.457979,7.7,302.6
SYNTH_VESSEL_07,2026-09-01T17:18:43Z,25.463449,54.450023,7.6,304.8
SYNTH_VESSEL_07,2026-09-01T17:22:43Z,25.468264,54.442345,7.7,306.3
SYNTH_VESSEL_07,2026-09-01T17:26:43Z,25.473317,54.434713,7.6,308.1
SYNTH_VESSEL_07,2026-09-01T17:30:43Z,25.478493,54.427406,7.6,309.4
SYNTH_VESSEL_07,2026-09-01T17:34:43Z,25.483817,54.420213,7.5,311.4
SYNTH_VESSEL_07,2026-09-01T17:38:43Z,25.489323,54.413300,7.4,313.5
SYNTH_VESSEL_07,2026-09-01T17:42:43Z,25.494951,54.406724,7.5,315.4
SYNTH_VESSEL_07,2026-09-01T17:46:43Z,25.500844,54.400290,7.5,316.7
SYNTH_VESSEL_07,2026-09-01T17:50:43Z,25.506906,54.393961,7.5,318.3
SYNTH_VESSEL_07,2026-09-01T17:54:43Z,25.513135,54.387813,7.5,320.2
SYNTH_VESSEL_07,2026-09-01T17:58:43Z,25.519530,54.381904,7.5,322.1
SYNTH_VESSEL_07,2026-09-01T18:02:43Z,25.526115,54.376226,7.4,324.1
SYNTH_VESSEL_07,2026-09-01T18:06:43Z,25.532784,54.370885,7.4,325.8
SYNTH_VESSEL_07,2026-09-01T18:10:43Z,25.539559,54.365780,7.3,327.0
SYNTH_VESSEL_07,2026-09-01T18:14:43Z,25.546325,54.360912,7.4,328.3
SYNTH_VESSEL_07,2026-09-01T18:18:43Z,25.553260,54.356158,7.3,329.9
SYNTH_VESSEL_07,2026-09-01T18:22:43Z,25.560282,54.351641,7.3,332.1
SYNTH_VESSEL_07,2026-09-01T18:26:43Z,25.567439,54.347436,7.2,333.8
SYNTH_VESSEL_07,2026-09-01T18:30:43Z,25.574629,54.343512,7.4,335.0
SYNTH_VESSEL_07,2026-09-01T18:34:43Z,25.582017,54.339690,7.3,336.2
SYNTH_VESSEL_07,2026-09-01T18:38:43Z,25.589408,54.336082,7.3,337.7
SYNTH_VESSEL_07,2026-09-01T18:42:43Z,25.596947,54.332645,7.4,339.3
SYNTH_VESSEL_07,2026-09-01T18:46:43Z,25.604632,54.329433,7.4,341.1
SYNTH_VESSEL_07,2026-09-01T18:50:43Z,25.612365,54.326493,7.4,342.5
SYNTH_VESSEL_07,2026-09-01T18:54:43Z,25.620145,54.323772,7.5,344.1
SYNTH_VESSEL_07,2026-09-01T18:58:43Z,25.628115,54.321249,7.5,346.1
SYNTH_VESSEL_07,2026-09-01T19:02:43Z,25.636237,54.319013,7.6,347.2
SYNTH_VESSEL_07,2026-09-01T19:06:43Z,25.644422,54.316958,7.5,348.4
SYNTH_VESSEL_07,2026-09-01T19:10:43Z,25.652600,54.315093,7.4,350.5
SYNTH_VESSEL_07,2026-09-01T19:14:43Z,25.660708,54.313596,7.5,352.4
SYNTH_VESSEL_07,2026-09-01T19:18:43Z,25.668907,54.312376,7.5,354.4
SYNTH_VESSEL_07,2026-09-01T19:22:43Z,25.677181,54.311471,7.4,356.4
SYNTH_VESSEL_07,2026-09-01T19:26:43Z,25.685337,54.310897,7.2,357.9
SYNTH_VESSEL_07,2026-09-01T19:30:43Z,25.693339,54.310572,7.4,359.7
SYNTH_VESSEL_07,2026-09-01T19:34:43Z,25.701499,54.310519,7.3,1.7
SYNTH_VESSEL_07,2026-09-01T19:38:43Z,25.709600,54.310781,7.3,3.2
SYNTH_VESSEL_07,2026-09-01T19:42:43Z,25.717677,54.311290,7.3,4.6
SYNTH_VESSEL_07,2026-09-01T19:46:43Z,25.725747,54.312006,7.3,6.1
SYNTH_VESSEL_07,2026-09-01T19:50:43Z,25.733797,54.312960,7.2,8.1
SYNTH_VESSEL_07,2026-09-01T19:54:43Z,25.741726,54.314209,7.3,9.7
SYNTH_VESSEL_07,2026-09-01T19:58:43Z,25.749668,54.315718,7.4,11.9
SYNTH_VESSEL_07,2026-09-01T20:02:43Z,25.757669,54.317584,7.3,14.1
SYNTH_VESSEL_07,2026-09-01T20:06:43Z,25.765528,54.319772,7.3,15.9
SYNTH_VESSEL_07,2026-09-01T20:10:43Z,25.773316,54.322232,7.4,18.0
SYNTH_VESSEL_07,2026-09-01T20:14:43Z,25.781149,54.325062,7.5,20.1
SYNTH_VESSEL_07,2026-09-01T20:18:43Z,25.788960,54.328234,7.6,21.8
SYNTH_VESSEL_07,2026-09-01T20:22:43Z,25.796803,54.331723,7.6,24.0
SYNTH_VESSEL_07,2026-09-01T20:26:43Z,25.804482,54.335525,7.7,25.5
SYNTH_VESSEL_07,2026-09-01T20:30:43Z,25.812176,54.339604,7.7,26.7
SYNTH_VESSEL_07,2026-09-01T20:34:43Z,25.819812,54.343867,7.6,28.4
SYNTH_VESSEL_07,2026-09-01T20:38:43Z,25.827200,54.348310,7.6,30.4
SYNTH_VESSEL_07,2026-09-01T20:42:43Z,25.834491,54.353055,7.6,32.0
SYNTH_VESSEL_07,2026-09-01T20:46:43Z,25.841596,54.357990,7.4,34.1
SYNTH_VESSEL_07,2026-09-01T20:50:43Z,25.848434,54.363132,7.4,35.8
SYNTH_VESSEL_07,2026-09-01T20:54:43Z,25.855134,54.368499,7.5,37.2
SYNTH_VESSEL_07,2026-09-01T20:58:43Z,25.861769,54.374088,7.4,39.2
SYNTH_VESSEL_07,2026-09-01T21:02:43Z,25.868134,54.379853,7.3,40.6
SYNTH_VESSEL_07,2026-09-01T21:06:43Z,25.874273,54.385698,7.4,42.5
SYNTH_VESSEL_07,2026-09-01T21:10:43Z,25.880352,54.391883,7.4,43.7
SYNTH_VESSEL_07,2026-09-01T21:14:43Z,25.886266,54.398171,7.3,45.3
SYNTH_VESSEL_07,2026-09-01T21:18:43Z,25.891986,54.404603,7.3,46.8
SYNTH_VESSEL_07,2026-09-01T21:22:43Z,25.897545,54.411175,7.4,48.5
SYNTH_VESSEL_07,2026-09-01T21:26:43Z,25.902990,54.418006,7.3,50.4
SYNTH_VESSEL_07,2026-09-01T21:30:43Z,25.908129,54.424914,7.2,52.3
SYNTH_VESSEL_07,2026-09-01T21:34:43Z,25.913012,54.431925,7.2,54.0
SYNTH_VESSEL_07,2026-09-01T21:38:43Z,25.917728,54.439138,7.1,56.0
SYNTH_VESSEL_07,2026-09-01T21:42:43Z,25.922152,54.446426,7.2,57.5
SYNTH_VESSEL_07,2026-09-01T21:46:43Z,25.926452,54.453938,7.3,59.4
SYNTH_VESSEL_07,2026-09-01T21:50:43Z,25.930580,54.461685,7.4,61.2
SYNTH_VESSEL_07,2026-09-01T21:54:43Z,25.934521,54.469655,7.5,63.0
SYNTH_VESSEL_07,2026-09-01T21:58:43Z,25.938270,54.477848,7.5,65.1
SYNTH_VESSEL_07,2026-09-01T22:02:43Z,25.941788,54.486290,7.6,66.5
SYNTH_VESSEL_07,2026-09-01T22:06:43Z,25.945163,54.494942,7.7,67.8
SYNTH_VESSEL_07,2026-09-01T22:10:43Z,25.948413,54.503787,7.9,69.7
SYNTH_VESSEL_07,2026-09-01T22:14:43Z,25.951438,54.512903,7.7,71.1
SYNTH_VESSEL_07,2026-09-01T22:18:43Z,25.954225,54.521938,7.7,72.5
SYNTH_VESSEL_07,2026-09-01T22:22:43Z,25.956801,54.531019,7.8,74.4
SYNTH_VESSEL_08,2026-09-01T19:38:06Z,25.291662,54.327803,9.3,221.5
SYNTH_VESSEL_08,2026-09-01T19:42:06Z,25.283923,54.320221,9.4,222.1
SYNTH_VESSEL_08,2026-09-01T19:46:06Z,25.276161,54.312478,9.5,222.6
SYNTH_VESSEL_08,2026-09-01T19:50:06Z,25.268402,54.304585,9.4,223.6
SYNTH_VESSEL_08,2026-09-01T19:54:06Z,25.260828,54.296598,9.4,224.9
SYNTH_VESSEL_08,2026-09-01T19:58:06Z,25.253436,54.288458,9.5,225.3
SYNTH_VESSEL_08,2026-09-01T20:02:06Z,25.245992,54.280129,9.6,226.0
SYNTH_VESSEL_08,2026-09-01T20:06:06Z,25.238580,54.271629,9.5,227.0
SYNTH_VESSEL_08,2026-09-01T20:10:06Z,25.231395,54.263099,9.5,227.9
SYNTH_VESSEL_08,2026-09-01T20:14:06Z,25.224314,54.254422,9.6,228.8
SYNTH_VESSEL_08,2026-09-01T20:18:06Z,25.217302,54.245558,9.5,229.4
SYNTH_VESSEL_08,2026-09-01T20:22:06Z,25.210414,54.236665,9.5,230.4
SYNTH_VESSEL_08,2026-09-01T20:26:06Z,25.203676,54.227657,9.5,231.1
SYNTH_VESSEL_08,2026-09-01T20:30:06Z,25.197052,54.218570,9.5,231.6
SYNTH_VESSEL_08,2026-09-01T20:34:06Z,25.190505,54.209457,9.4,232.4
SYNTH_VESSEL_08,2026-09-01T20:38:06Z,25.184112,54.200296,9.3,232.8
SYNTH_VESSEL_08,2026-09-01T20:42:06Z,25.177883,54.191218,9.3,233.5
SYNTH_VESSEL_08,2026-09-01T20:46:06Z,25.171738,54.182056,9.2,233.9
SYNTH_VESSEL_08,2026-09-01T20:50:06Z,25.165708,54.172931,9.2,235.1
SYNTH_VESSEL_08,2026-09-01T20:54:06Z,25.159882,54.163710,9.1,236.4
SYNTH_VESSEL_08,2026-09-01T20:58:06Z,25.154318,54.154459,9.1,237.1
SYNTH_VESSEL_08,2026-09-01T21:02:06Z,25.148833,54.145103,8.9,238.2
SYNTH_VESSEL_08,2026-09-01T21:06:06Z,25.143600,54.135786,9.0,239.5
SYNTH_VESSEL_08,2026-09-01T21:10:06Z,25.138528,54.126256,9.1,240.6
SYNTH_VESSEL_08,2026-09-01T21:14:06Z,25.133587,54.116557,9.0,241.3
SYNTH_VESSEL_08,2026-09-01T21:18:06Z,25.128782,54.106858,9.1,242.7
SYNTH_VESSEL_08,2026-09-01T21:22:06Z,25.124146,54.096936,9.2,243.7
SYNTH_VESSEL_08,2026-09-01T21:26:06Z,25.119635,54.086833,9.3,244.2
SYNTH_VESSEL_08,2026-09-01T21:30:06Z,25.115151,54.076581,9.2,245.1
